,Name,Height,Weight,Reach,Stance,DOB,Link
765,Goldman Butler,--,--,--,,--,http://ufcstats.com/fighter-details/e2d5072048b825b1
766,Ian Butler,"5' 8""",155 lbs,--,,--,http://ufcstats.com/fighter-details/6b8fd98eb52363d1
767,Raphael Butler,"6' 3""",261 lbs,--,,"Jan 04, 1984",http://ufcstats.com/fighter-details/f941505e35fb1eae
768,Jesse Butler,"5' 10""",155 lbs,"73""",Orthodox,"May 24, 1992",http://ufcstats.com/fighter-details/a75a48bfe776b2c2
769,JP Buys,"5' 5""",125 lbs,"67""",Orthodox,"Apr 30, 1996",http://ufcstats.com/fighter-details/0b362247806341e5
770,Dennis Buzukja,"5' 9""",145 lbs,"70""",Switch,"Oct 01, 1997",http://ufcstats.com/fighter-details/c4d039123e62f6a9
771,Charles Byrd,"5' 10""",185 lbs,"73""",Orthodox,"Oct 11, 1983",http://ufcstats.com/fighter-details/76ee3d666c648f6b
772,Steve Byrnes,"6' 0""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/43612456979e5d5e
773,Michael Byrnes,"5' 11""",155 lbs,--,,"Jul 17, 1990",http://ufcstats.com/fighter-details/87f0b37f153cf497
774,Ben Earwood,"5' 8""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
775,Cody East,"6' 3""",245 lbs,--,Orthodox,"Jun 29, 1988",http://ufcstats.com/fighter-details/5713c1d2fac539ac
776,Marvin Eastman,"5' 9""",185 lbs,"73""",Orthodox,"Jun 08, 1971",http://ufcstats.com/fighter-details/05866d8c3a321856
777,Mike Easton,"5' 6""",135 lbs,"70""",Southpaw,"Jan 25, 1984",http://ufcstats.com/fighter-details/bc7230f231701d66
778,Maurice Eazel,"5' 7""",135 lbs,--,,--,http://ufcstats.com/fighter-details/4acb99524a9a81ab
779,Vincent Eazelle,"5' 11""",155 lbs,--,,"Dec 07, 1980",http://ufcstats.com/fighter-details/ec421d5de0aea624
780,Ross Ebanez,"5' 9""",154 lbs,--,Southpaw,"May 18, 1975",http://ufcstats.com/fighter-details/a5b0bd216d8ba84e
781,Brian Ebersole,"6' 0""",170 lbs,"73""",Southpaw,"Nov 27, 1980",http://ufcstats.com/fighter-details/32ba186f4b0e3267
782,Roybert Echeverria,"5' 5""",125 lbs,"67""",Switch,"Aug 21, 1995",http://ufcstats.com/fighter-details/20b13e96668caaa4
783,Mark Eddiva,"5' 8""",145 lbs,"68""",Orthodox,"Feb 16, 1986",http://ufcstats.com/fighter-details/40ff198adda94b9f
784,Frankie Edgar,"5' 6""",135 lbs,"68""",Orthodox,"Oct 16, 1981",http://ufcstats.com/fighter-details/f2688492b9a525a3
785,Abdul-Kerim Edilov,"6' 2""",205 lbs,--,Orthodox,"Nov 25, 1991",http://ufcstats.com/fighter-details/37e03538c960bac6
786,Johnny Eduardo,"5' 7""",135 lbs,"71""",Orthodox,"Aug 03, 1978",http://ufcstats.com/fighter-details/528c24b99fbaab79
787,Yves Edwards,"5' 9""",155 lbs,"73""",Southpaw,"Sep 30, 1976",http://ufcstats.com/fighter-details/5f04e3d58d9ce982
788,Justin Edwards,"5' 10""",155 lbs,"70""",Orthodox,"Jan 26, 1983",http://ufcstats.com/fighter-details/e56daf7725a0b5ab
789,Leon Edwards,"6' 2""",170 lbs,"74""",Southpaw,"Aug 25, 1991",http://ufcstats.com/fighter-details/f1fac969a1d70b08
790,Te Edwards,"5' 8""",155 lbs,"72""",Orthodox,"Sep 11, 1990",http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
791,Adli Edwards,--,145 lbs,--,,"Aug 28, 1989",http://ufcstats.com/fighter-details/e6904a03a66e711d
792,Joselyne Edwards,"5' 8""",135 lbs,"70""",Orthodox,"Sep 29, 1995",http://ufcstats.com/fighter-details/f9ab66e67240db7b
793,Tom Egan,"5' 11""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
794,Stephanie Egger,"5' 6""",135 lbs,"68""",Orthodox,"Aug 12, 1988",http://ufcstats.com/fighter-details/5e6294b37bbef029
795,Justin Eilers,"6' 1""",235 lbs,--,Orthodox,"Jun 28, 1978",http://ufcstats.com/fighter-details/27fc9218a3653e3c
796,Jon Olav Einemo,"6' 6""",253 lbs,--,Orthodox,"Dec 10, 1975",http://ufcstats.com/fighter-details/0577808d22dfe79c
797,Per Eklund,"5' 10""",155 lbs,"72""",Orthodox,--,http://ufcstats.com/fighter-details/58bc81376286b3d3
798,John Elam,--,--,--,,--,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
799,Evan Elder,"5' 10""",155 lbs,"72""",Switch,"Apr 11, 1997",http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
800,John Paul Elias,"6' 4""",205 lbs,--,,--,http://ufcstats.com/fighter-details/e873203fd50542f6
801,Joao Elias,"5' 3""",125 lbs,"64""",Southpaw,"Jan 08, 1995",http://ufcstats.com/fighter-details/1a064688481f66e1
802,Saul Elizondo,"5' 7""",135 lbs,--,,"Jul 17, 1985",http://ufcstats.com/fighter-details/e295b96f135d758a
803,Darren Elkins,"5' 10""",145 lbs,"71""",Orthodox,"May 16, 1984",http://ufcstats.com/fighter-details/92a9aa9c93192871
804,Jake Ellenberger,"5' 9""",170 lbs,"71""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/d81ac739417d7f53
805,Joe Ellenberger,"5' 9""",155 lbs,"72""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/8e8e4487c621aa1c
806,Tim Elliott,"5' 7""",125 lbs,"66""",Southpaw,"Dec 24, 1986",http://ufcstats.com/fighter-details/c96d9178c9ed9e62
807,Oban Elliott,--,170 lbs,--,,--,http://ufcstats.com/fighter-details/6b56e94a59b7b134
808,Eddy Ellis,"5' 9""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/e60d773a0a42048a
809,Lisa Ellis,"5' 4""",115 lbs,--,,"Nov 15, 1982",http://ufcstats.com/fighter-details/77350fd0e6d1dba8
810,Anna Elmose,"5' 3""",115 lbs,--,Orthodox,"Oct 06, 1984",http://ufcstats.com/fighter-details/1536a25e16fc299b
811,Cameron Else,"5' 9""",135 lbs,"71""",Switch,"Apr 27, 1987",http://ufcstats.com/fighter-details/5f3da9a9610d8969
812,Aaron Ely,"5' 8""",135 lbs,--,,"Mar 18, 1989",http://ufcstats.com/fighter-details/1741343f0ca34dd5
813,Sovannahry Em,"5' 4""",135 lbs,--,,"Jun 26, 1992",http://ufcstats.com/fighter-details/45c8fed13a62fe92
814,Ramazan Emeev,"5' 10""",170 lbs,"76""",Southpaw,"May 23, 1987",http://ufcstats.com/fighter-details/abd5fb12437eda21
815,Aleksander Emelianenko,"6' 6""",255 lbs,--,Orthodox,"Aug 02, 1981",http://ufcstats.com/fighter-details/f54200f1dfb9b5d4
816,Fedor Emelianenko,"6' 0""",230 lbs,"74""",Orthodox,"Sep 28, 1976",http://ufcstats.com/fighter-details/b8da6f5c80ae2d15
817,Rob Emerson,"5' 9""",155 lbs,"70""",Orthodox,"Jul 30, 1981",http://ufcstats.com/fighter-details/dc0f07928009a127
818,Jamall Emmers,"5' 10""",145 lbs,"74""",Orthodox,"Jul 24, 1989",http://ufcstats.com/fighter-details/e00a3dee329a51f7
819,Josh Emmett,"5' 6""",145 lbs,"70""",Orthodox,"Mar 04, 1985",http://ufcstats.com/fighter-details/fba03cd6cc28dc41
820,Marius Enache,"5' 11""",155 lbs,--,,"Oct 16, 1975",http://ufcstats.com/fighter-details/e3f443e4cbc3da8f
821,Kevin Engel,"6' 2""",170 lbs,--,,--,http://ufcstats.com/fighter-details/d2f310b5b072e986
822,Kolton Englund,"5' 10""",155 lbs,"69""",Orthodox,"Jul 09, 1993",http://ufcstats.com/fighter-details/4122da4f791b2f4f
823,Oliver Enkamp,"6' 0""",170 lbs,"77""",Switch,"Aug 10, 1991",http://ufcstats.com/fighter-details/330bafba312face4
824,Alex Enlund,"5' 10""",145 lbs,--,Orthodox,"May 27, 1987",http://ufcstats.com/fighter-details/d238217e0f8ea8e1
825,Kenny Ento,"6' 2""",192 lbs,--,,--,http://ufcstats.com/fighter-details/daf9be103c1edbbd
826,Ian Entwistle,"5' 5""",135 lbs,--,Orthodox,"Nov 19, 1986",http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
827,Andy Enz,"6' 3""",185 lbs,"78""",Orthodox,"Aug 15, 1991",http://ufcstats.com/fighter-details/993d385f5a475375
828,Won Jin Eoh,"5' 7""",160 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e
829,Josh Epps,--,130 lbs,--,,"Aug 23, 1986",http://ufcstats.com/fighter-details/984b0c4c6e773a1c
830,Stephen Erceg,"5' 8""",125 lbs,"68""",Orthodox,"Jul 27, 1995",http://ufcstats.com/fighter-details/9411103a865f32d3
831,Stephen Erczeg,--,125 lbs,--,,"Jul 27, 1995",http://ufcstats.com/fighter-details/32ab52e5de93092d
832,Tom Erikson,"6' 3""",280 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47
833,Konstantin Erokhin,"5' 11""",230 lbs,--,Orthodox,"Jan 31, 1983",http://ufcstats.com/fighter-details/22061ff217907c78
834,Julian Erosa,"6' 1""",145 lbs,"74""",Southpaw,"Jul 31, 1989",http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
835,Jarno Errens,"5' 11""",145 lbs,"73""",Orthodox,"Nov 17, 1994",http://ufcstats.com/fighter-details/082eba4cd80f736f
836,Nick Ertl,"5' 9""",155 lbs,--,,--,http://ufcstats.com/fighter-details/74061adb224be3cc
837,Chel Erwin-Davis,"6' 0""",170 lbs,--,,--,http://ufcstats.com/fighter-details/c26ea30823f37316
838,Bobby Escalante,--,130 lbs,--,,--,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f
839,Eric Esch,"5' 11""",350 lbs,--,Orthodox,"Aug 03, 1968",http://ufcstats.com/fighter-details/0e4daed84a8f39a6
840,Pro Escobedo,--,205 lbs,--,,--,http://ufcstats.com/fighter-details/b36874652ed7715d
841,Cole Escovedo,"5' 7""",135 lbs,"72""",Orthodox,"Aug 30, 1981",http://ufcstats.com/fighter-details/5df17b3620145578
842,Efrain Escudero,"5' 9""",155 lbs,"71""",Orthodox,"Jan 15, 1986",http://ufcstats.com/fighter-details/83fd97284f4bb4a4
843,Evan Esguerra,--,145 lbs,--,,--,http://ufcstats.com/fighter-details/ed220e87bef0cc64
844,Carla Esparza,"5' 1""",115 lbs,"63""",Orthodox,"Oct 10, 1987",http://ufcstats.com/fighter-details/d910665038efc639
845,Juan Espino,"6' 3""",255 lbs,"80""",,"Oct 09, 1980",http://ufcstats.com/fighter-details/ccf5dc41417e9daf
846,Jordan Espinosa,"5' 6""",125 lbs,"69""",Orthodox,"Nov 08, 1989",http://ufcstats.com/fighter-details/215a70f073a7b726
847,Jodie Esquibel,"5' 1""",115 lbs,"64""",Orthodox,"May 07, 1986",http://ufcstats.com/fighter-details/411539901068522f
848,Rafael Estevam,"5' 8""",125 lbs,"69""",Orthodox,"Aug 10, 1996",http://ufcstats.com/fighter-details/83455a9d17f57dae
849,Achilles Estremadura,"5' 10""",155 lbs,"68""",Orthodox,"Mar 11, 1992",http://ufcstats.com/fighter-details/41f3cfdab0b22236
850,Shaun Etchell,"5' 7""",125 lbs,"68""",Switch,"Aug 05, 1993",http://ufcstats.com/fighter-details/ea9bfe9c25037bba
851,Terry Etim,"6' 1""",155 lbs,"73""",Orthodox,"Jan 11, 1986",http://ufcstats.com/fighter-details/33011768c3c4dc9a
852,Fred Ettish,"6' 0""",180 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/8d5daf67983b65ba
853,Scott Ettling,--,135 lbs,--,,--,http://ufcstats.com/fighter-details/74b5736f1df40be3
854,Sijara Eubanks,"5' 4""",125 lbs,"67""",Orthodox,"Apr 27, 1985",http://ufcstats.com/fighter-details/4234f0097c83fa62
855,Billy Evangelista,"5' 8""",155 lbs,"68""",Orthodox,"Oct 07, 1980",http://ufcstats.com/fighter-details/9766ed20b68c7c33
856,Rashad Evans,"6' 0""",205 lbs,"75""",Orthodox,"Sep 25, 1979",http://ufcstats.com/fighter-details/ee779c43a8926d52
857,Doug Evans,"5' 9""",155 lbs,--,Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/d3de4a24f7eefac8
858,Ashlee Evans-Smith,"5' 8""",135 lbs,"67""",Orthodox,"Jul 09, 1987",http://ufcstats.com/fighter-details/fc6e681bf6658faf
859,Dan Evensen,"6' 3""",250 lbs,--,Orthodox,"Jun 01, 1974",http://ufcstats.com/fighter-details/dd8aec6de7035943
860,Tonya Evinger,"5' 7""",135 lbs,"70""",Orthodox,"Jun 04, 1981",http://ufcstats.com/fighter-details/b12a1d19ee383b7c
861,Movsar Evloev,"5' 7""",145 lbs,"72""",Orthodox,"Feb 11, 1994",http://ufcstats.com/fighter-details/76e2870ffafbe38f
862,Andre Ewell,"5' 8""",145 lbs,"75""",Southpaw,"Jan 21, 1988",http://ufcstats.com/fighter-details/5f6f049d54728e88
863,Neal Ewing,--,185 lbs,--,,"Sep 30, 1985",http://ufcstats.com/fighter-details/0798f558681d0eb5
864,Jessica Eye,"5' 6""",125 lbs,"66""",Orthodox,"Jul 27, 1986",http://ufcstats.com/fighter-details/f72465a784c1b084
865,Sarah D'alelio,"5' 7""",145 lbs,--,,"Dec 13, 1980",http://ufcstats.com/fighter-details/ac45450f75d14f16
866,Marcos da Matta,"5' 4""",145 lbs,--,,"Mar 18, 1973",http://ufcstats.com/fighter-details/3b6d84343579fd33
867,Henrique da Silva,"6' 3""",205 lbs,"76""",Orthodox,"Sep 01, 1989",http://ufcstats.com/fighter-details/b0bd0c5425668b8f
868,Alex Da Silva,"5' 8""",155 lbs,"73""",Orthodox,"Feb 04, 1996",http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
869,Igor Da Silva,--,125 lbs,--,,"Apr 21, 2003",http://ufcstats.com/fighter-details/6ad8e4296f7522d9
870,Henrique Da Silva Lopes,"6' 3""",240 lbs,--,,"Mar 08, 1985",http://ufcstats.com/fighter-details/1f8cd7634e8286ff
871,Daermisi Zhawupasi,"5' 8""",135 lbs,"68""",Switch,"Mar 13, 2000",http://ufcstats.com/fighter-details/fd52e5f9ab25c94c
872,Nicolas Dalby,"5' 11""",170 lbs,"74""",Orthodox,"Nov 16, 1984",http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
873,Paul Daley,"5' 9""",170 lbs,"76""",Orthodox,"Feb 21, 1983",http://ufcstats.com/fighter-details/23725c826c481e7f
874,Dave Dalgliesh,"6' 2""",205 lbs,--,Orthodox,"Apr 05, 1978",http://ufcstats.com/fighter-details/ddbd0d6259ce57cc
875,Richard Dalton,"6' 1""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/6cd3dfc54f01287f
876,Aisling Daly,"5' 2""",115 lbs,"64""",Orthodox,"Dec 24, 1987",http://ufcstats.com/fighter-details/e50cd77732d39967
877,Marko Damiani,"6' 0""",170 lbs,--,,--,http://ufcstats.com/fighter-details/6e9b5c74c0860deb
878,Leonardo Damiani,"5' 10""",170 lbs,"69""",Orthodox,"Aug 30, 1990",http://ufcstats.com/fighter-details/acd870570949d8a2
879,Rodrigo Damm,"5' 7""",155 lbs,"71""",Orthodox,"Feb 03, 1980",http://ufcstats.com/fighter-details/a20d7dfaba74c067
880,Carina Damm,"5' 4""",135 lbs,--,,--,http://ufcstats.com/fighter-details/033343da4c0cff8a
881,Batgerel Danaa,"5' 7""",135 lbs,"70""",Orthodox,"Jul 04, 1989",http://ufcstats.com/fighter-details/3b0a516d2921e0d6
882,Cindy Dandois,"5' 7""",135 lbs,--,Orthodox,"Oct 26, 1984",http://ufcstats.com/fighter-details/9eef6584fab21fbb
883,Peter Danesoe,"5' 9""",125 lbs,"68""",Orthodox,"Sep 01, 2000",http://ufcstats.com/fighter-details/5f119b24c0f9679c
884,Jarjis Danho,"6' 3""",265 lbs,"74""",Orthodox,"Oct 15, 1983",http://ufcstats.com/fighter-details/8614b7134913f5d5
885,Raymond Daniels,"6' 2""",185 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/fccb0fee256b7b4d
886,Marques Daniels,--,155 lbs,--,,--,http://ufcstats.com/fighter-details/55a80a9365bc107d
887,Alexandre Dantas,"6' 2""",238 lbs,--,Orthodox,"Mar 01, 1979",http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
888,Eduardo Dantas,"5' 10""",135 lbs,--,,"Feb 03, 1989",http://ufcstats.com/fighter-details/676a2e5ec4d7338c
889,Mac Danzig,"5' 8""",155 lbs,"70""",Orthodox,"Jan 02, 1980",http://ufcstats.com/fighter-details/86f582852a5b240a
890,Karen Darabedyan,"5' 7""",155 lbs,"68""",Orthodox,"Dec 18, 1986",http://ufcstats.com/fighter-details/d2fa318f34d0aadc
891,Beneil Dariush,"5' 10""",155 lbs,"72""",Southpaw,"May 06, 1989",http://ufcstats.com/fighter-details/08af939f41b5a57b
892,Sean Daugherty,"6' 0""",175 lbs,--,,"Dec 04, 1975",http://ufcstats.com/fighter-details/a683f9ddb70aa4bd
893,Kyle Daukaus,"6' 3""",185 lbs,"76""",Southpaw,"Feb 27, 1993",http://ufcstats.com/fighter-details/d6c0cdd7e467c440
894,Chris Daukaus,"6' 3""",205 lbs,"76""",Orthodox,"Sep 25, 1989",http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
895,Brian Davidson,"5' 6""",145 lbs,--,,--,http://ufcstats.com/fighter-details/42775dc893603154
896,Rick Davis,"5' 9""",155 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/2549d63da9c456cb
897,Marcus Davis,"5' 10""",170 lbs,"70""",Southpaw,"Aug 24, 1973",http://ufcstats.com/fighter-details/b7d524c77c27389b
898,LC Davis,"5' 8""",135 lbs,"69""",Southpaw,"Oct 28, 1980",http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
899,Phil Davis,"6' 2""",205 lbs,"79""",Orthodox,"Sep 25, 1984",http://ufcstats.com/fighter-details/902ab9197b83d0db
900,Lemont Davis,"5' 8""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
901,Mike Davis,--,--,--,,--,http://ufcstats.com/fighter-details/c8661e204c66f325
902,Justin Davis,"5' 11""",205 lbs,--,,"Apr 01, 1983",http://ufcstats.com/fighter-details/20697b334f6c0a45
903,Alexis Davis,"5' 6""",135 lbs,"68""",Orthodox,"Oct 04, 1984",http://ufcstats.com/fighter-details/4c2d90e335e6df19
904,Danny Davis,"6' 2""",170 lbs,--,,"Jul 28, 1982",http://ufcstats.com/fighter-details/570d40f993171b19
905,Brandon Davis,"5' 10""",135 lbs,"72""",Orthodox,"May 08, 1990",http://ufcstats.com/fighter-details/cc351e408bbb7d43
906,Mike Davis,"6' 0""",155 lbs,"72""",Orthodox,"Oct 07, 1992",http://ufcstats.com/fighter-details/fb3e61720be4690c
907,Hakeem Dawodu,"5' 8""",145 lbs,"73""",Orthodox,"Jul 02, 1991",http://ufcstats.com/fighter-details/2c9d00968f818270
908,Grant Dawson,"5' 10""",155 lbs,"72""",Switch,"Feb 20, 1994",http://ufcstats.com/fighter-details/99bd51917728c25d
909,Jason Day,"6' 0""",185 lbs,"72""",Orthodox,"May 19, 1981",http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0
910,Martin Day,"5' 10""",145 lbs,"73""",Orthodox,"Nov 10, 1988",http://ufcstats.com/fighter-details/ea3dcc417c322064
911,Angel De Anda,"5' 9""",225 lbs,--,Orthodox,"May 28, 1985",http://ufcstats.com/fighter-details/4b450aa602611baa
912,Yorgan De Castro,"6' 0""",250 lbs,"74""",Orthodox,"Dec 19, 1986",http://ufcstats.com/fighter-details/1eff7bc0f815b270
913,Geraldo de Freitas,"5' 7""",135 lbs,"72""",Orthodox,"Sep 30, 1991",http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
914,Philip De Fries,"6' 5""",250 lbs,"79""",Orthodox,"Apr 21, 1986",http://ufcstats.com/fighter-details/6ef65b6a152e49d5
915,Chris de la Rocha,"6' 3""",250 lbs,"80""",Orthodox,"May 15, 1979",http://ufcstats.com/fighter-details/e51ee8ded927fc51
916,Montana De La Rosa,"5' 7""",125 lbs,"68""",Orthodox,"Feb 14, 1995",http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
917,Mark De La Rosa,"5' 6""",135 lbs,"65""",Orthodox,"Aug 31, 1994",http://ufcstats.com/fighter-details/f57dd0bfa8c17813
918,Mike de la Torre,"5' 11""",145 lbs,"71""",Orthodox,"Sep 22, 1986",http://ufcstats.com/fighter-details/1971869b7e054261
919,Rodrigo de Lima,"5' 7""",155 lbs,--,Orthodox,"Mar 12, 1991",http://ufcstats.com/fighter-details/a4dc47001f202bcd
920,Edilberto de Oliveira,"6' 0""",170 lbs,--,Orthodox,"Nov 22, 1982",http://ufcstats.com/fighter-details/afdb76fbd86f6d11
921,Johil de Oliveira,"5' 6""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4
922,Jorge de Oliveira,"5' 8""",155 lbs,--,Orthodox,"Jan 22, 1980",http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
923,Isabela de Padua,"5' 3""",125 lbs,"64""",Orthodox,"Sep 04, 1991",http://ufcstats.com/fighter-details/e0f959f65d0406b4
924,Gloria de Paula,"5' 5""",115 lbs,"67""",Orthodox,"Jun 10, 1995",http://ufcstats.com/fighter-details/5dd180c8b3196786
925,Germaine de Randamie,"5' 9""",135 lbs,"71""",Orthodox,"Apr 24, 1984",http://ufcstats.com/fighter-details/1d239d571e342453
926,Crezio de Souza,--,170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/3746e21bb508391a
927,Carl Deaton,"5' 7""",155 lbs,"69""",Orthodox,"Nov 24, 1989",http://ufcstats.com/fighter-details/914a897455693650
928,Tom DeBlass,"6' 0""",185 lbs,--,Orthodox,"May 14, 1982",http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
929,Issac DeJesus,--,145 lbs,--,,--,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2
930,Rafael  Del Real,"5' 11""",225 lbs,--,,--,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
931,Shane del Rosario,"6' 4""",250 lbs,--,Southpaw,"Sep 23, 1983",http://ufcstats.com/fighter-details/85980f5da429c0a6
932,Wallen Del Rosario,"5' 4""",125 lbs,"67""",Orthodox,"Mar 18, 1993",http://ufcstats.com/fighter-details/a62f85f6a6c19a4c
933,Humberto DeLeon,--,135 lbs,--,,"Nov 12, 1989",http://ufcstats.com/fighter-details/bfaf4c87936b4fae
934,Rolando Delgado,"6' 3""",155 lbs,"77""",Orthodox,"Nov 22, 1981",http://ufcstats.com/fighter-details/37b1696e6d115957
935,Israel Delgado,"5' 10""",155 lbs,--,,--,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5
936,Ante Delija,"6' 4""",245 lbs,--,Orthodox,"Aug 07, 1990",http://ufcstats.com/fighter-details/7d8435c56043b0ae
937,Jack Della Maddalena,"5' 11""",170 lbs,"73""",Switch,"Sep 10, 1996",http://ufcstats.com/fighter-details/6b453bc35a823c3f
938,Roland Delorme,"5' 9""",135 lbs,"71""",Orthodox,"Dec 18, 1983",http://ufcstats.com/fighter-details/173acb3f920082b8
939,Jon Delos Reyes,"5' 6""",125 lbs,"67""",Orthodox,"Aug 19, 1987",http://ufcstats.com/fighter-details/0d0351c20169a499
940,Jason DeLucia,"5' 11""",190 lbs,--,Southpaw,"Jul 24, 1969",http://ufcstats.com/fighter-details/6ceff86fae4f6b3b
941,Justin DeMoney,--,170 lbs,--,,"Jul 01, 1985",http://ufcstats.com/fighter-details/985bca5a097fb3f4
942,Vanessa Demopoulos,"5' 2""",115 lbs,"59""",Orthodox,"Sep 22, 1988",http://ufcstats.com/fighter-details/2c483cf443f38ece
943,Chris Dempsey,"5' 10""",185 lbs,"72""",Orthodox,"Sep 08, 1987",http://ufcstats.com/fighter-details/dfae5da5676e4194
944,Nick Denis,"5' 7""",135 lbs,--,Orthodox,"Oct 11, 1983",http://ufcstats.com/fighter-details/e4aaaa34535e32b6
945,Jhonata Deniz,--,--,--,,--,http://ufcstats.com/fighter-details/25f9a5f3e8a52618
946,Thomas Denny,"5' 10""",170 lbs,--,Orthodox,"Apr 19, 1971",http://ufcstats.com/fighter-details/a11a6ee8eeb03c18
947,Robert Densley,"5' 9""",155 lbs,--,,--,http://ufcstats.com/fighter-details/b72f3cafa6376e35
948,Jason Dent,"5' 10""",155 lbs,"71""",Orthodox,"Jun 12, 1980",http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8
949,Mackenzie Dern,"5' 4""",115 lbs,"63""",Orthodox,"Mar 24, 1993",http://ufcstats.com/fighter-details/7447e9f28508106a
950,Booker DeRousse,"6' 2""",205 lbs,--,,"Mar 23, 1981",http://ufcstats.com/fighter-details/f2c91b67f71bbeab
951,Tony DeSouza,"6' 0""",170 lbs,"70""",Southpaw,"Jul 26, 1974",http://ufcstats.com/fighter-details/6ad9058b7c7898b0
952,Cory Devela,"5' 0""",185 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/48544433372ecfa6
953,John Devine,--,--,--,,--,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8
954,Edwin DeWees,"6' 1""",185 lbs,--,Orthodox,"Aug 07, 1982",http://ufcstats.com/fighter-details/75bbd2206a15319f
955,Alessio Di Chirico,"6' 0""",185 lbs,"74""",Orthodox,"Dec 12, 1989",http://ufcstats.com/fighter-details/77d7295d1b22c694
956,Micol Di Segni,"5' 3""",115 lbs,"60""",Orthodox,"Dec 29, 1987",http://ufcstats.com/fighter-details/8126e4dff0cdf69e
957,Cyrille Diabate,"6' 6""",205 lbs,"81""",Southpaw,"Oct 06, 1973",http://ufcstats.com/fighter-details/43563a32c3f10e95
958,Thomas Diagne,"6' 1""",154 lbs,--,,"Sep 03, 1983",http://ufcstats.com/fighter-details/8567466ae167216b
959,Marc Diakiese,"5' 10""",155 lbs,"73""",Orthodox,"Mar 16, 1993",http://ufcstats.com/fighter-details/32c355b04fc57f3a
